hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,193,2015,October,42,15,0,3,2,0,0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,,0,Transient,65,0,0,Canceled,16-09-2015
City Hotel,0,110,2017,May,18,3,0,3,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,108,0,1,Check-Out,06-05-2017
City Hotel,1,56,2017,March,12,21,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,86,,0,Transient,85,0,0,Canceled,24-01-2017
Resort Hotel,1,40,2016,May,21,18,0,2,1,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,55,0,0,Canceled,13-04-2016
City Hotel,1,142,2016,April,17,22,2,3,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,89,0,0,Canceled,18-01-2016
Resort Hotel,0,0,2016,February,9,22,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient,48,0,0,Check-Out,25-02-2016
City Hotel,0,215,2016,November,48,21,1,1,2,0,0,BB,NOR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,233,0,Transient,85,0,0,Check-Out,23-11-2016
City Hotel,0,332,2016,September,39,22,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7,,0,Transient,77.23,0,0,Check-Out,26-09-2016
Resort Hotel,0,28,2017,February,8,20,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,57,,0,Transient,78,0,0,Check-Out,02-03-2017
City Hotel,0,6,2015,December,50,10,0,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,,0,Transient-Party,0,0,0,Check-Out,12-12-2015
City Hotel,0,93,2016,May,22,23,1,2,2,0,0,HB,USA,Direct,Direct,0,0,0,E,E,1,No Deposit,14,,0,Transient-Party,211,0,0,Check-Out,26-05-2016
Resort Hotel,0,18,2016,December,51,17,4,10,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,,0,Transient,46.22,0,1,Check-Out,31-12-2016
City Hotel,1,162,2017,April,13,1,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,296,,0,Transient-Party,98,0,0,Canceled,10-01-2017
Resort Hotel,0,1,2017,January,4,27,1,2,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,242,,0,Transient-Party,88.67,0,1,Check-Out,30-01-2017
Resort Hotel,0,164,2016,June,27,30,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,,0,Contract,57.8,0,0,Check-Out,10-07-2016
City Hotel,0,85,2016,October,44,26,0,1,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.9,0,3,Check-Out,27-10-2016
City Hotel,0,88,2016,May,19,3,0,3,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3,,0,Transient-Party,96,0,0,Check-Out,06-05-2016
City Hotel,0,102,2017,April,18,30,2,4,2,0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,85,0,0,Check-Out,06-05-2017
Resort Hotel,0,42,2015,December,53,30,0,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,150,0,0,Check-Out,03-01-2016
Resort Hotel,0,14,2015,November,45,3,0,3,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,78,0,1,Check-Out,06-11-2015
City Hotel,0,114,2017,May,20,17,0,4,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,,0,Transient,123.75,0,1,Check-Out,21-05-2017
City Hotel,1,85,2016,January,4,22,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29,,0,Transient,75,0,0,Canceled,02-12-2015
City Hotel,0,327,2015,September,37,9,2,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,88,0,0,Check-Out,15-09-2015
City Hotel,0,10,2015,December,52,20,2,2,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,52.36,0,1,Check-Out,24-12-2015
City Hotel,1,57,2016,October,43,17,1,3,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,158.4,0,1,Canceled,04-09-2016
City Hotel,0,0,2017,April,14,6,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,K,0,No Deposit,,,0,Transient,110,0,0,Check-Out,07-04-2017
Resort Hotel,0,21,2017,June,22,2,2,5,2,1,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,113.75,0,0,Check-Out,09-06-2017
City Hotel,1,192,2016,August,35,24,0,4,2,0,0,SC,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,0,Canceled,10-06-2016
City Hotel,1,27,2016,December,50,7,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,113,0,2,Canceled,20-11-2016
City Hotel,1,98,2016,August,33,12,2,5,3,0,0,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,212.4,0,2,Canceled,31-07-2016
City Hotel,1,147,2016,April,16,11,1,5,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,90.95,0,0,No-Show,11-04-2016
City Hotel,1,128,2017,June,24,12,1,2,1,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135,0,0,Canceled,08-02-2017
City Hotel,1,215,2017,August,35,30,2,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,162,0,0,Canceled,25-06-2017
City Hotel,1,212,2017,May,20,20,1,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,138.6,0,1,Canceled,29-10-2016
City Hotel,1,218,2017,June,23,8,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,0,Canceled,09-11-2016
Resort Hotel,0,107,2015,August,33,10,1,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,134,0,1,Check-Out,13-08-2015
City Hotel,0,12,2015,October,44,25,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,0,Transient-Party,85.67,0,0,Check-Out,28-10-2015
City Hotel,1,325,2016,October,43,17,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,58,,0,Transient,95,0,0,Canceled,06-01-2016
Resort Hotel,0,63,2016,August,36,30,0,1,2,0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,327,,0,Transient-Party,112,0,2,Check-Out,31-08-2016
City Hotel,0,29,2017,May,21,27,0,1,2,0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,160,0,0,Check-Out,28-05-2017
Resort Hotel,0,9,2015,July,29,12,2,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,117.9,0,3,Check-Out,15-07-2015
City Hotel,0,7,2015,September,38,19,2,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,3,Check-Out,23-09-2015
City Hotel,0,212,2016,May,21,20,2,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,78,0,0,Check-Out,25-05-2016
City Hotel,1,74,2015,September,38,18,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,,0,Transient-Party,80,0,0,Canceled,06-07-2015
City Hotel,0,107,2016,July,28,9,2,5,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,109.16,0,1,Check-Out,16-07-2016
City Hotel,1,54,2017,May,18,3,0,4,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,0,Canceled,12-03-2017
City Hotel,0,139,2017,April,14,6,0,3,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,,0,Transient,166.5,0,2,Check-Out,09-04-2017
Resort Hotel,1,8,2016,November,49,27,2,3,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,57.55,0,0,Canceled,21-11-2016
City Hotel,1,226,2016,August,35,27,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,96,0,0,Canceled,12-08-2016
Resort Hotel,0,111,2015,August,32,4,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,,0,Contract,93.6,0,0,Check-Out,11-08-2015
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,,0,Transient,90,0,0,Canceled,17-11-2015
City Hotel,0,142,2017,July,29,16,2,2,1,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.1,0,1,Check-Out,20-07-2017
Resort Hotel,0,4,2015,October,42,13,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250,,0,Transient,76,0,2,Check-Out,15-10-2015
City Hotel,0,221,2015,October,42,17,2,1,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3,,0,Transient-Party,65,0,0,Check-Out,20-10-2015
City Hotel,0,118,2016,May,22,26,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,80.75,0,0,Check-Out,28-05-2016
City Hotel,0,146,2017,May,21,24,0,3,2,1,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,178.5,0,2,Check-Out,27-05-2017
City Hotel,1,286,2016,October,43,16,1,0,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44,,0,Transient,90,0,0,Canceled,20-06-2016
Resort Hotel,0,183,2015,September,36,1,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,123,0,1,Check-Out,09-09-2015
Resort Hotel,0,98,2015,July,29,13,1,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient-Party,82,0,3,Check-Out,15-07-2015
City Hotel,0,224,2016,October,44,23,2,1,3,0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,128.7,0,2,Check-Out,26-10-2016
City Hotel,1,64,2017,February,6,10,2,3,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,74.8,0,0,Canceled,08-12-2016
City Hotel,0,190,2017,August,32,7,1,5,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,175.5,0,0,Check-Out,13-08-2017
City Hotel,1,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,0,Transient,140,0,0,Canceled,03-07-2015
City Hotel,0,3,2016,August,33,13,0,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,168,0,2,Check-Out,14-08-2016
City Hotel,1,185,2016,August,33,13,2,5,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,0,Canceled,10-03-2016
City Hotel,1,234,2016,August,36,31,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,80.75,0,0,Canceled,13-01-2016
City Hotel,0,25,2017,April,16,21,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,148,1,0,Check-Out,22-04-2017
City Hotel,1,120,2016,September,36,2,1,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,,0,Transient,115,0,0,Canceled,14-06-2016
Resort Hotel,0,339,2017,March,10,11,2,5,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,,0,Transient-Party,64,0,0,Check-Out,18-03-2017
City Hotel,0,204,2016,September,38,12,1,1,3,0,0,BB,MEX,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,168.3,0,2,Check-Out,14-09-2016
City Hotel,0,352,2017,June,23,4,2,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,,0,Transient-Party,83.75,0,1,Check-Out,08-06-2017
City Hotel,0,132,2016,June,24,11,1,1,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,143.1,0,2,Check-Out,13-06-2016
Resort Hotel,0,0,2017,April,15,9,2,0,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient-Party,90,0,1,Check-Out,11-04-2017
Resort Hotel,0,24,2016,March,10,5,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,115,,0,Transient,33.3,0,0,Check-Out,12-03-2016
Resort Hotel,1,46,2016,September,39,19,1,0,2,0,0,BB,CYP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,92,0,0,Canceled,24-08-2016
City Hotel,0,0,2016,February,9,24,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,101.28,1,2,Check-Out,29-02-2016
City Hotel,1,307,2015,August,34,20,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,01-01-2015
Resort Hotel,0,129,2016,May,21,21,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,,0,Transient,41.4,0,0,Check-Out,24-05-2016
City Hotel,0,82,2016,March,14,28,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,38.67,0,0,Check-Out,31-03-2016
City Hotel,1,180,2016,July,30,23,1,1,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,,0,Transient,112.5,0,0,Canceled,26-01-2016
City Hotel,1,79,2015,November,46,13,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,60,,69,Transient,75,0,0,Canceled,03-11-2015
Resort Hotel,1,213,2016,May,21,16,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298,,0,Transient-Party,85,0,0,Canceled,19-04-2016
City Hotel,0,152,2016,July,29,10,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,,0,Transient,134.3,0,3,Check-Out,14-07-2016
City Hotel,1,11,2017,March,10,10,0,2,2,0,0,BB,PER,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,123,0,0,Canceled,06-03-2017
City Hotel,1,323,2016,May,22,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21-10-2015
City Hotel,0,169,2016,April,17,22,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,2,,48,Transient-Party,77,0,1,Check-Out,26-04-2016
Resort Hotel,1,253,2017,August,34,25,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,153.75,0,1,Canceled,07-01-2017
Resort Hotel,0,157,2016,June,24,11,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143,,0,Transient,51.85,0,0,Check-Out,18-06-2016
City Hotel,1,391,2016,August,32,4,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21-10-2015
City Hotel,1,317,2016,September,38,15,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,,0,Transient,120,0,0,Canceled,09-02-2016
Resort Hotel,0,0,2016,July,32,31,1,0,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,C,0,No Deposit,,,0,Transient,155,1,0,Check-Out,01-08-2016
City Hotel,0,10,2015,August,35,23,1,0,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,,0,Contract,153,0,0,Check-Out,24-08-2015
City Hotel,0,59,2016,February,6,6,2,2,2,0,0,BB,AUT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,,0,Transient-Party,62,0,0,Check-Out,10-02-2016
Resort Hotel,0,352,2017,May,21,25,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient,66,0,0,Check-Out,01-06-2017
City Hotel,0,320,2016,August,34,18,0,2,2,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,115,0,1,Check-Out,20-08-2016
City Hotel,0,84,2015,November,48,27,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,64,0,0,Check-Out,30-11-2015
Resort Hotel,1,360,2016,September,37,8,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,,0,Transient,120,0,2,Canceled,24-11-2015
City Hotel,0,414,2017,July,28,13,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,122.4,0,1,Check-Out,15-07-2017
Resort Hotel,0,74,2016,May,19,4,0,2,2,0,0,BB,THA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,79,1,2,Check-Out,06-05-2016
Resort Hotel,0,7,2016,October,41,3,1,1,2,0,0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,42,0,Transient,50,0,0,Check-Out,05-10-2016
City Hotel,0,29,2016,December,49,2,0,2,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,85,0,0,Check-Out,04-12-2016
City Hotel,0,4,2016,February,9,25,0,2,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93,0,0,Check-Out,27-02-2016
Resort Hotel,1,109,2015,September,37,7,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,123,0,0,Canceled,05-06-2015
City Hotel,0,208,2017,May,21,24,0,2,2,0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6,,0,Transient-Party,114.4,0,0,Check-Out,26-05-2017
City Hotel,0,21,2016,November,48,21,1,5,1,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,,0,Transient,63.75,0,0,Check-Out,27-11-2016
Resort Hotel,0,0,2015,November,48,25,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,40,0,0,Check-Out,26-11-2015
City Hotel,0,25,2017,June,26,27,0,1,1,0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,280,0,Transient-Party,95,0,0,Check-Out,28-06-2017
City Hotel,0,64,2016,September,38,16,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,1,Check-Out,18-09-2016
City Hotel,0,95,2017,August,34,21,1,3,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,80.1,0,1,Check-Out,25-08-2017
City Hotel,0,121,2017,July,31,31,1,2,2,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,93.33,0,1,Check-Out,03-08-2017
City Hotel,0,136,2016,July,30,23,2,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,B,B,0,No Deposit,1,,0,Transient,75,0,0,Check-Out,26-07-2016
City Hotel,0,132,2016,May,19,6,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,105.3,0,0,Check-Out,08-05-2016
City Hotel,1,285,2016,October,41,3,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,,24,Transient,100,0,0,Canceled,16-01-2016
City Hotel,0,209,2017,August,33,16,0,3,3,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,,0,Transient,115,0,1,Check-Out,19-08-2017
City Hotel,1,17,2016,July,28,9,1,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,187,0,0,Canceled,28-06-2016
City Hotel,0,10,2016,May,23,29,3,5,1,0,0,BB,CHE,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,254,0,Transient-Party,110,0,0,Check-Out,06-06-2016
Resort Hotel,1,341,2017,August,32,12,4,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,138.38,0,2,Canceled,20-09-2016
City Hotel,0,4,2016,September,40,27,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,2,A,A,0,No Deposit,94,,0,Transient,75,0,2,Check-Out,28-09-2016
City Hotel,1,358,2016,June,27,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21-10-2015
City Hotel,0,61,2017,June,22,3,2,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,170,0,1,Check-Out,06-06-2017
Resort Hotel,1,272,2017,April,15,14,2,2,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,91.35,0,0,Canceled,25-07-2016
Resort Hotel,0,55,2016,August,33,8,1,4,3,1,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,286,1,0,Check-Out,13-08-2016
Resort Hotel,0,0,2016,January,2,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,,0,Transient,39,0,0,Check-Out,07-01-2016
City Hotel,1,49,2016,July,29,11,1,0,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.15,0,0,Canceled,20-06-2016
City Hotel,0,156,2016,August,34,14,2,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,114.33,1,0,Check-Out,20-08-2016
City Hotel,0,72,2017,March,11,17,0,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,71.1,0,1,Check-Out,19-03-2017
City Hotel,1,199,2017,July,28,13,0,2,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,107.1,0,0,Canceled,26-12-2016
City Hotel,1,324,2017,June,23,8,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,0,Canceled,01-05-2017
City Hotel,0,115,2016,March,12,18,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,90,0,0,Check-Out,20-03-2016
City Hotel,0,25,2015,September,38,19,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,118.15,0,1,Check-Out,25-09-2015
Resort Hotel,0,250,2017,June,24,17,4,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,107.1,0,4,Check-Out,27-06-2017
City Hotel,0,8,2016,March,10,2,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient-Party,86,0,0,Check-Out,03-03-2016
City Hotel,1,78,2017,April,17,29,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,6,,0,Transient,90,0,0,Canceled,10-02-2017
Resort Hotel,1,5,2016,August,32,2,0,1,2,1,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,0,0,0,Canceled,28-07-2016
City Hotel,0,92,2017,May,20,14,2,1,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Transient,120,0,2,Check-Out,17-05-2017
City Hotel,0,49,2016,June,23,4,1,1,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,135.9,0,1,Check-Out,06-06-2016
City Hotel,1,82,2016,September,38,15,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,149.4,0,1,Canceled,12-09-2016
City Hotel,0,9,2016,February,7,8,1,2,2,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28,,0,Transient,58,0,0,Check-Out,11-02-2016
Resort Hotel,0,0,2016,February,9,22,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,195,,0,Transient,30,0,0,Check-Out,23-02-2016
City Hotel,1,302,2016,September,38,16,1,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,,70,Transient,100,0,0,Canceled,28-01-2016
City Hotel,0,228,2016,September,37,10,2,2,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,90.1,0,1,Check-Out,14-09-2016
Resort Hotel,0,7,2017,March,9,2,2,3,1,0,0,BB,GBR,Groups,Corporate,0,0,0,A,A,2,No Deposit,,223,0,Transient-Party,37,0,0,Check-Out,07-03-2017
Resort Hotel,1,39,2016,March,13,21,1,4,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,96.8,0,0,Canceled,05-03-2016
City Hotel,0,201,2017,August,32,6,2,1,2,1,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,148.5,0,3,Check-Out,09-08-2017
Resort Hotel,0,17,2017,August,32,6,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,2,No Deposit,240,,0,Transient,249,1,1,Check-Out,07-08-2017
